Time [h]	Intlet Temperature [C]	Outlet Temperature [C]
17688	2.16544	5.16544
17689	2.12583	5.12583
17690	2.10479	5.10479
17691	2.09039	5.09039
17692	2.07876	5.07876
17693	2.06895	5.06895
17694	2.06012	5.06012
17695	2.05225	5.05225
17696	2.04535	5.04535
17697	2.03926	5.03926
17698	2.03418	5.03418
17699	2.02728	5.02728
17700	2.02196	5.02196
17701	2.01691	5.01691
17702	2.01255	5.01255
17703	2.00873	5.00873
17704	2.00485	5.00485
17705	2.00009	5.00009
17706	1.99718	4.99718
17707	1.99331	4.99331
17708	1.98975	4.98975
17709	1.98622	4.98622
17710	1.98303	4.98303
17711	1.98019	4.98019
17712	1.97702	4.97702
17713	1.97505	4.97505
17714	1.96506	4.96506
17715	1.95344	4.95344
17716	1.9402	4.9402
17717	1.92669	4.92669
17718	1.91279	4.91279
17719	1.89778	4.89778
17720	1.88345	4.88345
17721	1.86817	4.86817
17722	1.85377	4.85377
17723	1.83791	4.83791
17724	1.82238	4.82238
17725	1.80683	4.80683
17726	1.79109	4.79109
17727	1.77536	4.77536
17728	1.75959	4.75959
17729	1.74279	4.74279
17730	1.72755	4.72755
17731	1.71149	4.71149
17732	1.69504	4.69504
17733	1.67842	4.67842
17734	1.66221	4.66221
17735	1.64513	4.64513
17736	1.62944	4.62944
17737	1.61234	4.61234
17738	1.59548	4.59548
17739	1.57899	4.57899
17740	1.56255	4.56255
17741	1.54503	4.54503
17742	1.52848	4.52848
17743	1.51132	4.51132
17744	1.49446	4.49446
17745	1.47713	4.47713
17746	1.45977	4.45977
17747	1.44327	4.44327
17748	1.42572	4.42572
17749	1.40796	4.40796
17750	1.39141	4.39141
17751	1.37442	4.37442
17752	1.35643	4.35643
17753	1.33884	4.33884
17754	1.32146	4.32146
17755	1.30233	4.30233
17756	1.28577	4.28577
17757	1.26772	4.26772
17758	1.25026	4.25026
17759	1.23259	4.23259
17760	1.21485	4.21485
17761	1.19696	4.19696
17762	1.17783	4.17783
17763	1.15822	4.15822
17764	1.13858	4.13858
17765	1.11822	4.11822
17766	1.09773	4.09773
17767	1.07756	4.07756
17768	1.05717	4.05717
17769	1.03632	4.03632
17770	1.01552	4.01552
17771	0.994588	3.99459
17772	0.973649	3.97365
17773	0.952885	3.95289
17774	0.931822	3.93182
17775	0.911069	3.91107
17776	0.890187	3.89019
17777	0.868325	3.86833
17778	0.849002	3.849
17779	0.827269	3.82727
17780	0.805432	3.80543
17781	0.783984	3.78398
17782	0.762692	3.76269
17783	0.742684	3.74268
17784	0.720052	3.72005
17785	0.698431	3.69843
17786	0.68727	3.68727
17787	0.681406	3.68141
17788	0.678548	3.67855
17789	0.676932	3.67693
17790	0.675427	3.67543
17791	0.676058	3.67606
17792	0.676271	3.67627
17793	0.677013	3.67701
17794	0.67815	3.67815
17795	0.67964	3.67964
17796	0.681794	3.68179
17797	0.684012	3.68401
17798	0.686498	3.6865
17799	0.689289	3.68929
17800	0.692458	3.69246
17801	0.695232	3.69523
17802	0.699079	3.69908
17803	0.702265	3.70226
17804	0.706056	3.70606
17805	0.709748	3.70975
17806	0.713102	3.7131
17807	0.71723	3.71723
17808	0.722013	3.72201
17809	0.725202	3.7252
17810	0.718469	3.71847
17811	0.703033	3.70303
17812	0.685275	3.68528
17813	0.666584	3.66658
17814	0.646702	3.6467
17815	0.625896	3.6259
17816	0.604435	3.60443
17817	0.583162	3.58316
17818	0.560401	3.5604
17819	0.537931	3.53793
17820	0.514614	3.51461
17821	0.491635	3.49163
17822	0.466845	3.46684
17823	0.44444	3.44444
17824	0.420069	3.42007
17825	0.395286	3.39529
17826	0.371191	3.37119
17827	0.346451	3.34645
17828	0.321679	3.32168
17829	0.296592	3.29659
17830	0.271147	3.27115
17831	0.246385	3.24638
17832	0.220899	3.2209
17833	0.195184	3.19518
17834	0.187104	3.1871
17835	0.188098	3.1881
17836	0.193007	3.19301
17837	0.199947	3.19995
17838	0.208035	3.20804
17839	0.218668	3.21867
17840	0.229831	3.22983
17841	0.241299	3.2413
17842	0.254339	3.25434
17843	0.267795	3.26779
17844	0.280871	3.28087
17845	0.294761	3.29476
17846	0.3093	3.3093
17847	0.323893	3.32389
17848	0.338144	3.33814
17849	0.354284	3.35428
17850	0.370004	3.37
17851	0.385816	3.38582
17852	0.401782	3.40178
17853	0.417642	3.41764
17854	0.434975	3.43497
17855	0.451493	3.45149
17856	0.468383	3.46838
17857	0.485508	3.48551
17858	0.500953	3.50095
17859	0.514126	3.51413
17860	0.527369	3.52737
17861	0.540719	3.54072
17862	0.553627	3.55363
17863	0.566505	3.56651
17864	0.579044	3.57904
17865	0.592023	3.59202
17866	0.604417	3.60442
17867	0.617742	3.61774
17868	0.630196	3.6302
17869	0.643501	3.6435
17870	0.656856	3.65686
17871	0.669902	3.6699
17872	0.683294	3.68329
17873	0.696491	3.69649
17874	0.709699	3.7097
17875	0.72301	3.72301
17876	0.736242	3.73624
17877	0.74964	3.74964
17878	0.762746	3.76275
17879	0.776304	3.7763
17880	0.79015	3.79015
17881	0.802693	3.80269
17882	0.830484	3.83048
17883	0.864305	3.86431
17884	0.901233	3.90123
17885	0.939803	3.9398
17886	0.979992	3.97999
17887	1.01994	4.01994
17888	1.06084	4.06084
17889	1.1024	4.1024
17890	1.14442	4.14442
17891	1.18684	4.18684
17892	1.23043	4.23043
17893	1.2733	4.2733
17894	1.31727	4.31727
17895	1.36114	4.36114
17896	1.40508	4.40508
17897	1.45013	4.45013
17898	1.49507	4.49507
17899	1.54026	4.54026
17900	1.58555	4.58555
17901	1.63026	4.63026
17902	1.67613	4.67613
17903	1.72371	4.72371
17904	1.76858	4.76858
17905	1.81419	4.81419
17906	1.83661	4.83661
17907	1.84918	4.84918
17908	1.85744	4.85744
17909	1.86389	4.86389
17910	1.86854	4.86854
17911	1.87224	4.87224
17912	1.87525	4.87525
17913	1.87669	4.87669
17914	1.87798	4.87798
17915	1.87853	4.87853
17916	1.87823	4.87823
17917	1.8779	4.8779
17918	1.87748	4.87748
17919	1.8753	4.8753
17920	1.87425	4.87425
17921	1.87072	4.87072
17922	1.8692	4.8692
17923	1.86602	4.86602
17924	1.86287	4.86287
17925	1.85953	4.85953
17926	1.85589	4.85589
17927	1.85166	4.85166
17928	1.8481	4.8481
17929	1.84416	4.84416
17930	1.84296	4.84296
17931	1.84288	4.84288
17932	1.84287	4.84287
17933	1.84307	4.84307
17934	1.84329	4.84329
17935	1.84348	4.84348
17936	1.84301	4.84301
17937	1.84354	4.84354
17938	1.84372	4.84372
17939	1.84435	4.84435
17940	1.84435	4.84435
17941	1.84421	4.84421
17942	1.84425	4.84425
17943	1.8439	4.8439
17944	1.84409	4.84409
17945	1.84475	4.84475
17946	1.84493	4.84493
17947	1.84521	4.84521
17948	1.8443	4.8443
17949	1.84411	4.84411
17950	1.84405	4.84405
17951	1.84424	4.84424
17952	1.84375	4.84375
17953	1.84315	4.84315
17954	1.83729	4.83729
17955	1.82939	4.82939
17956	1.82046	4.82046
17957	1.81107	4.81107
17958	1.80158	4.80158
17959	1.79092	4.79092
17960	1.78053	4.78053
17961	1.76995	4.76995
17962	1.75899	4.75899
17963	1.74746	4.74746
17964	1.73637	4.73637
17965	1.72451	4.72451
17966	1.7127	4.7127
17967	1.70106	4.70106
17968	1.68946	4.68946
17969	1.6767	4.6767
17970	1.66439	4.66439
17971	1.65203	4.65203
17972	1.63935	4.63935
17973	1.62714	4.62714
17974	1.61462	4.61462
17975	1.60081	4.60081
17976	1.58801	4.58801
17977	1.57537	4.57537
17978	1.57319	4.57319
17979	1.57537	4.57537
17980	1.58073	4.58073
17981	1.58632	4.58632
17982	1.59257	4.59257
17983	1.60006	4.60006
17984	1.60745	4.60745
17985	1.61585	4.61585
17986	1.6244	4.6244
17987	1.63258	4.63258
17988	1.64205	4.64205
17989	1.65104	4.65104
17990	1.66043	4.66043
17991	1.67033	4.67033
17992	1.67974	4.67974
17993	1.68916	4.68916
17994	1.69889	4.69889
17995	1.71014	4.71014
17996	1.7206	4.7206
17997	1.73173	4.73173
17998	1.74191	4.74191
17999	1.75232	4.75232
18000	1.76373	4.76373
18001	1.77428	4.77428
18002	1.77133	4.77133
18003	1.76127	4.76127
18004	1.7499	4.7499
18005	1.73647	4.73647
18006	1.72224	4.72224
18007	1.70679	4.70679
18008	1.69111	4.69111
18009	1.67468	4.67468
18010	1.65705	4.65705
18011	1.64074	4.64074
18012	1.62351	4.62351
18013	1.60535	4.60535
18014	1.58687	4.58687
18015	1.56832	4.56832
18016	1.54936	4.54936
18017	1.53106	4.53106
18018	1.5116	4.5116
18019	1.49166	4.49166
18020	1.47203	4.47203
18021	1.45216	4.45216
18022	1.43249	4.43249
18023	1.4125	4.4125
18024	1.39186	4.39186
18025	1.37116	4.37116
18026	1.34675	4.34675
18027	1.32105	4.32105
18028	1.29458	4.29458
18029	1.26734	4.26734
18030	1.23998	4.23998
18031	1.21193	4.21193
18032	1.18331	4.18331
18033	1.15572	4.15572
18034	1.12521	4.12521
18035	1.09709	4.09709
18036	1.06704	4.06704
18037	1.03847	4.03847
18038	1.00959	4.00959
18039	0.980203	3.9802
18040	0.950739	3.95074
18041	0.920753	3.92075
18042	0.889882	3.88988
18043	0.859679	3.85968
18044	0.828847	3.82885
18045	0.798386	3.79839
18046	0.767283	3.76728
18047	0.736245	3.73625
18048	0.705395	3.70539
18049	0.674158	3.67416
18050	0.63932	3.63932
18051	0.603491	3.60349
18052	0.566591	3.56659
18053	0.52742	3.52742
18054	0.489521	3.48952
18055	0.452426	3.45243
18056	0.413982	3.41398
18057	0.375299	3.3753
18058	0.336603	3.3366
18059	0.297504	3.2975
18060	0.259688	3.25969
18061	0.218684	3.21868
18062	0.178661	3.17866
18063	0.139262	3.13926
18064	0.0990451	3.09905
18065	0.0589149	3.05891
18066	0.0188112	3.01881
18067	-0.0224871	2.97751
18068	-0.0635351	2.93646
18069	-0.103997	2.896
18070	-0.144833	2.85517
18071	-0.185939	2.81406
18072	-0.227157	2.77284
18073	-0.268963	2.73104
18074	-0.295954	2.70405
18075	-0.314979	2.68502
18076	-0.330217	2.66978
18077	-0.34498	2.65502
18078	-0.358281	2.64172
18079	-0.369804	2.6302
18080	-0.380775	2.61922
18081	-0.390697	2.6093
18082	-0.40081	2.59919
18083	-0.410059	2.58994
18084	-0.419534	2.58047
18085	-0.428565	2.57143
18086	-0.437001	2.563
18087	-0.445157	2.55484
18088	-0.452317	2.54768
18089	-0.460112	2.53989
18090	-0.467455	2.53254
18091	-0.474078	2.52592
18092	-0.48106	2.51894
18093	-0.48798	2.51202
18094	-0.494557	2.50544
18095	-0.501043	2.49896
18096	-0.506915	2.49309
18097	-0.513064	2.48694
18098	-0.52381	2.47619
18099	-0.536844	2.46316
18100	-0.551418	2.44858
18101	-0.565665	2.43433
18102	-0.580965	2.41903
18103	-0.596492	2.40351
18104	-0.612138	2.38786
18105	-0.629019	2.37098
18106	-0.644121	2.35588
18107	-0.660357	2.33964
18108	-0.676472	2.32353
18109	-0.692697	2.3073
18110	-0.708166	2.29183
18111	-0.725483	2.27452
18112	-0.74156	2.25844
18113	-0.758081	2.24192
18114	-0.774492	2.22551
18115	-0.790776	2.20922
18116	-0.807409	2.19259
18117	-0.823987	2.17601
18118	-0.840698	2.1593
18119	-0.857135	2.14286
18120	-0.873314	2.12669
18121	-0.890584	2.10942
18122	-0.890286	2.10971
18123	-0.881523	2.11848
18124	-0.866418	2.13358
18125	-0.849056	2.15094
18126	-0.830125	2.16987
18127	-0.809723	2.19028
18128	-0.788876	2.21112
18129	-0.76749	2.23251
18130	-0.744077	2.25592
18131	-0.720909	2.27909
18132	-0.697463	2.30254
18133	-0.67296	2.32704
18134	-0.646407	2.35359
18135	-0.622671	2.37733
18136	-0.597077	2.40292
18137	-0.570643	2.42936
18138	-0.544679	2.45532
18139	-0.517397	2.4826
18140	-0.491151	2.50885
18141	-0.463528	2.53647
18142	-0.435241	2.56476
18143	-0.407529	2.59247
18144	-0.379219	2.62078
18145	-0.351315	2.64869
18146	-0.336538	2.66346
18147	-0.328666	2.67133
18148	-0.323587	2.67641
18149	-0.318891	2.68111
18150	-0.317157	2.68284
18151	-0.3149	2.6851
18152	-0.314018	2.68598
18153	-0.313705	2.6863
18154	-0.313932	2.68607
18155	-0.313647	2.68635
18156	-0.314341	2.68566
18157	-0.314048	2.68595
18158	-0.31567	2.68433
18159	-0.316335	2.68367
18160	-0.317338	2.68266
18161	-0.319034	2.68097
18162	-0.32054	2.67946
18163	-0.322085	2.67792
18164	-0.323714	2.67629
18165	-0.325385	2.67461
18166	-0.326869	2.67313
18167	-0.329162	2.67084
18168	-0.331668	2.66833
18169	-0.333786	2.66621
18170	-0.30941	2.69059
18171	-0.27095	2.72905
18172	-0.22688	2.77312
18173	-0.178778	2.82122
18174	-0.12847	2.87153
18175	-0.0765619	2.92344
18176	-0.0238605	2.97614
18177	0.0314998	3.0315
18178	0.0862844	3.08628
18179	0.144003	3.144
18180	0.201375	3.20138
18181	0.25848	3.25848
18182	0.317862	3.31786
18183	0.376652	3.37665
18184	0.436703	3.4367
18185	0.49675	3.49675
18186	0.557725	3.55772
18187	0.617955	3.61795
18188	0.678822	3.67882
18189	0.741449	3.74145
18190	0.803505	3.8035
18191	0.865556	3.86556
18192	0.928224	3.92822
18193	0.99129	3.99129
18194	1.04538	4.04538
18195	1.0942	4.0942
18196	1.14405	4.14405
18197	1.19198	4.19198
18198	1.24065	4.24065
18199	1.28766	4.28766
18200	1.33495	4.33495
18201	1.38182	4.38182
18202	1.42849	4.42849
18203	1.47626	4.47626
18204	1.52221	4.52221
18205	1.569	4.569
18206	1.61578	4.61578
18207	1.662	4.662
18208	1.70878	4.70878
18209	1.7543	4.7543
18210	1.8002	4.8002
18211	1.84682	4.84682
18212	1.89244	4.89244
18213	1.93826	4.93826
18214	1.98574	4.98574
18215	2.02974	5.02974
18216	2.07687	5.07687
18217	2.1227	5.1227
18218	2.15402	5.15402
18219	2.17896	5.17896
18220	2.20244	5.20244
18221	2.22462	5.22462
18222	2.24658	5.24658
18223	2.26634	5.26634
18224	2.28594	5.28594
18225	2.30552	5.30552
18226	2.32419	5.32419
18227	2.34223	5.34223
18228	2.36067	5.36067
18229	2.37792	5.37792
18230	2.39483	5.39483
18231	2.41232	5.41232
18232	2.42813	5.42813
18233	2.44511	5.44511
18234	2.46127	5.46127
18235	2.47773	5.47773
18236	2.49363	5.49363
18237	2.50946	5.50946
18238	2.52473	5.52473
18239	2.54051	5.54051
18240	2.55535	5.55535
18241	2.57099	5.57099
18242	2.56648	5.56648
18243	2.55324	5.55324
18244	2.53878	5.53878
18245	2.5214	5.5214
18246	2.50354	5.50354
18247	2.48315	5.48315
18248	2.463	5.463
18249	2.44008	5.44008
18250	2.41735	5.41735
18251	2.39404	5.39404
18252	2.3701	5.3701
18253	2.34536	5.34536
18254	2.3199	5.3199
18255	2.2939	5.2939
18256	2.26765	5.26765
18257	2.24034	5.24034
18258	2.21252	5.21252
18259	2.18489	5.18489
18260	2.15708	5.15708
18261	2.1278	5.1278
18262	2.09813	5.09813
18263	2.06856	5.06856
18264	2.03838	5.03838
18265	2.00854	5.00854
18266	1.99315	4.99315
18267	1.98362	4.98362
18268	1.97676	4.97676
18269	1.97038	4.97038
18270	1.96491	4.96491
18271	1.96029	4.96029
18272	1.95624	4.95624
18273	1.95314	4.95314
18274	1.9498	4.9498
18275	1.94644	4.94644
18276	1.94449	4.94449
18277	1.94226	4.94226
18278	1.9397	4.9397
18279	1.93715	4.93715
18280	1.93521	4.93521
18281	1.93339	4.93339
18282	1.93108	4.93108
18283	1.9297	4.9297
18284	1.92866	4.92866
18285	1.92664	4.92664
18286	1.92486	4.92486
18287	1.92411	4.92411
18288	1.92245	4.92245
18289	1.92158	4.92158
18290	1.92668	4.92668
18291	1.93449	4.93449
18292	1.94371	4.94371
18293	1.95382	4.95382
18294	1.96437	4.96437
18295	1.97547	4.97547
18296	1.98603	4.98603
18297	1.99754	4.99754
18298	2.00934	5.00934
18299	2.02124	5.02124
18300	2.03321	5.03321
18301	2.04552	5.04552
18302	2.05808	5.05808
18303	2.07067	5.07067
18304	2.08376	5.08376
18305	2.0963	5.0963
18306	2.10755	5.10755
18307	2.12233	5.12233
18308	2.13516	5.13516
18309	2.14757	5.14757
18310	2.16164	5.16164
18311	2.17543	5.17543
18312	2.18896	5.18896
18313	2.20288	5.20288
18314	2.20292	5.20292
18315	2.19815	5.19815
18316	2.19338	5.19338
18317	2.18516	5.18516
18318	2.17653	5.17653
18319	2.16811	5.16811
18320	2.15814	5.15814
18321	2.14823	5.14823
18322	2.13788	5.13788
18323	2.12683	5.12683
18324	2.11588	5.11588
18325	2.10383	5.10383
18326	2.09173	5.09173
18327	2.08005	5.08005
18328	2.06799	5.06799
18329	2.05471	5.05471
18330	2.04207	5.04207
18331	2.02904	5.02904
18332	2.01567	5.01567
18333	2.00329	5.00329
18334	1.98956	4.98956
18335	1.97553	4.97553
18336	1.96183	4.96183
18337	1.94827	4.94827
18338	1.93473	4.93473
18339	1.92039	4.92039
18340	1.9066	4.9066
18341	1.89221	4.89221
18342	1.87854	4.87854
18343	1.86435	4.86435
18344	1.85018	4.85018
18345	1.83635	4.83635
18346	1.82139	4.82139
18347	1.80728	4.80728
18348	1.79254	4.79254
18349	1.77789	4.77789
18350	1.76317	4.76317
18351	1.74853	4.74853
18352	1.73345	4.73345
18353	1.71888	4.71888
18354	1.70496	4.70496
18355	1.68936	4.68936
18356	1.67337	4.67337
18357	1.65817	4.65817
18358	1.64286	4.64286
18359	1.6279	4.6279
18360	1.61197	4.61197
18361	1.59616	4.59616
18362	1.58749	4.58749
18363	1.58056	4.58056
18364	1.57419	4.57419
18365	1.56969	4.56969
18366	1.56459	4.56459
18367	1.55923	4.55923
18368	1.5552	4.5552
18369	1.55075	4.55075
18370	1.5468	4.5468
18371	1.54238	4.54238
18372	1.53951	4.53951
18373	1.53608	4.53608
18374	1.53263	4.53263
18375	1.5291	4.5291
18376	1.52526	4.52526
18377	1.52198	4.52198
18378	1.51822	4.51822
18379	1.51557	4.51557
18380	1.51265	4.51265
18381	1.50976	4.50976
18382	1.50662	4.50662
18383	1.50396	4.50396
18384	1.50194	4.50194
18385	1.49837	4.49837
18386	1.49542	4.49542
18387	1.49316	4.49316
18388	1.48964	4.48964
18389	1.48792	4.48792
18390	1.48405	4.48405
18391	1.48168	4.48168
18392	1.47919	4.47919
18393	1.47579	4.47579
18394	1.47325	4.47325
18395	1.47086	4.47086
18396	1.46805	4.46805
18397	1.46512	4.46512
18398	1.46213	4.46213
18399	1.45943	4.45943
18400	1.45711	4.45711
18401	1.45479	4.45479
18402	1.4517	4.4517
18403	1.44974	4.44974
18404	1.44665	4.44665
18405	1.44422	4.44422
18406	1.44135	4.44135
18407	1.43914	4.43914
18408	1.43632	4.43632
18409	1.43426	4.43426
18410	1.41937	4.41937
18411	1.39854	4.39854
18412	1.37592	4.37592
18413	1.35156	4.35156
18414	1.3261	4.3261
18415	1.30124	4.30124
18416	1.2744	4.2744
18417	1.24697	4.24697
18418	1.21935	4.21935
18419	1.19135	4.19135
18420	1.16326	4.16326
18421	1.13431	4.13431
18422	1.10607	4.10607
18423	1.07598	4.07598
18424	1.04695	4.04695
18425	1.01667	4.01667
18426	0.986274	3.98627
18427	0.956008	3.95601
18428	0.925537	3.92554
18429	0.894086	3.89409
18430	0.863334	3.86333
18431	0.831631	3.83163
18432	0.800487	3.80049
18433	0.76893	3.76893
18434	0.747036	3.74704
18435	0.730515	3.73052
18436	0.715905	3.71591
18437	0.702641	3.70264
18438	0.690029	3.69003
18439	0.676614	3.67661
18440	0.664311	3.66431
18441	0.652861	3.65286
18442	0.641437	3.64144
18443	0.630525	3.63053
18444	0.619632	3.61963
18445	0.608711	3.60871
18446	0.598657	3.59866
18447	0.588146	3.58815
18448	0.579068	3.57907
18449	0.567986	3.56799
18450	0.557911	3.55791
18451	0.547511	3.54751
18452	0.537678	3.53768
18453	0.527683	3.52768
18454	0.517939	3.51794
18455	0.508651	3.50865
18456	0.499016	3.49902
18457	0.489499	3.4895
18458	0.499444	3.49944
18459	0.51916	3.51916
18460	0.54139	3.54139
18461	0.569182	3.56918
18462	0.597205	3.59721
18463	0.626317	3.62632
18464	0.657452	3.65745
18465	0.688621	3.68862
18466	0.721495	3.7215
18467	0.75386	3.75386
18468	0.787324	3.78732
18469	0.822008	3.82201
18470	0.856639	3.85664
18471	0.892025	3.89203
18472	0.927303	3.9273
18473	0.96352	3.96352
18474	0.999719	3.99972
18475	1.03657	4.03657
18476	1.07352	4.07352
18477	1.11129	4.11129
18478	1.1484	4.1484
18479	1.18643	4.18643
18480	1.22408	4.22408
18481	1.26289	4.26289
18482	1.29406	4.29406
18483	1.32245	4.32245
18484	1.34995	4.34995
18485	1.37767	4.37767
18486	1.40419	4.40419
18487	1.43033	4.43033
18488	1.45691	4.45691
18489	1.48273	4.48273
18490	1.5094	4.5094
18491	1.53543	4.53543
18492	1.56104	4.56104
18493	1.58692	4.58692
18494	1.61356	4.61356
18495	1.63919	4.63919
18496	1.66511	4.66511
18497	1.69122	4.69122
18498	1.71773	4.71773
18499	1.74309	4.74309
18500	1.76948	4.76948
18501	1.79544	4.79544
18502	1.82161	4.82161
18503	1.84734	4.84734
18504	1.87397	4.87397
18505	1.90024	4.90024
18506	1.92165	4.92165
18507	1.94401	4.94401
18508	1.96519	4.96519
18509	1.98605	4.98605
18510	2.00684	5.00684
18511	2.02671	5.02671
18512	2.04732	5.04732
18513	2.06684	5.06684
18514	2.08763	5.08763
18515	2.10746	5.10746
18516	2.12726	5.12726
18517	2.14762	5.14762
18518	2.16777	5.16777
18519	2.1875	5.1875
18520	2.20705	5.20705
18521	2.22676	5.22676
18522	2.24492	5.24492
18523	2.26595	5.26595
18524	2.28415	5.28415
18525	2.30514	5.30514
18526	2.32498	5.32498
18527	2.3446	5.3446
18528	2.36455	5.36455
18529	2.3839	5.3839
18530	2.39572	5.39572
18531	2.40433	5.40433
18532	2.41092	5.41092
18533	2.41704	5.41704
18534	2.42314	5.42314
18535	2.42797	5.42797
18536	2.43317	5.43317
18537	2.43812	5.43812
18538	2.44183	5.44183
18539	2.44558	5.44558
18540	2.44959	5.44959
18541	2.45354	5.45354
18542	2.45685	5.45685
18543	2.46043	5.46043
18544	2.46316	5.46316
18545	2.46615	5.46615
18546	2.46872	5.46872
18547	2.47203	5.47203
18548	2.47449	5.47449
18549	2.47672	5.47672
18550	2.47926	5.47926
18551	2.48072	5.48072
18552	2.48363	5.48363
18553	2.48583	5.48583
18554	2.49083	5.49083
18555	2.49722	5.49722
18556	2.50464	5.50464
18557	2.5115	5.5115
18558	2.5196	5.5196
18559	2.52774	5.52774
18560	2.53541	5.53541
18561	2.5434	5.5434
18562	2.5512	5.5512
18563	2.55916	5.55916
18564	2.56721	5.56721
18565	2.57551	5.57551
18566	2.58375	5.58375
18567	2.5919	5.5919
18568	2.60014	5.60014
18569	2.60808	5.60808
18570	2.61643	5.61643
18571	2.62492	5.62492
18572	2.63266	5.63266
18573	2.64159	5.64159
18574	2.64954	5.64954
18575	2.65777	5.65777
18576	2.66663	5.66663
18577	2.67502	5.67502
18578	2.68846	5.68846
18579	2.70516	5.70516
18580	2.72193	5.72193
18581	2.7388	5.7388
18582	2.7563	5.7563
18583	2.77459	5.77459
18584	2.79296	5.79296
18585	2.81164	5.81164
18586	2.83037	5.83037
18587	2.849	5.849
18588	2.86755	5.86755
18589	2.88731	5.88731
18590	2.90654	5.90654
18591	2.92607	5.92607
18592	2.94553	5.94553
18593	2.96512	5.96512
18594	2.98474	5.98474
18595	3.00548	6.00548
18596	3.02397	6.02397
18597	3.04424	6.04424
18598	3.06453	6.06453
18599	3.0843	6.0843
18600	3.10482	6.10482
18601	3.12393	6.12393
18602	3.14138	6.14138
18603	3.15694	6.15694
18604	3.17309	6.17309
18605	3.18799	6.18799
18606	3.20351	6.20351
18607	3.21818	6.21818
18608	3.23329	6.23329
18609	3.24645	6.24645
18610	3.26238	6.26238
18611	3.27758	6.27758
18612	3.29032	6.29032
18613	3.30629	6.30629
18614	3.32114	6.32114
18615	3.33626	6.33626
18616	3.35012	6.35012
18617	3.36514	6.36514
18618	3.37862	6.37862
18619	3.39384	6.39384
18620	3.40856	6.40856
18621	3.42331	6.42331
18622	3.43743	6.43743
18623	3.45097	6.45097
18624	3.46597	6.46597
18625	3.47986	6.47986
18626	3.46605	6.46605
18627	3.44369	6.44369
18628	3.4164	6.4164
18629	3.38723	6.38723
18630	3.35615	6.35615
18631	3.3205	6.3205
18632	3.28732	6.28732
18633	3.25194	6.25194
18634	3.2151	6.2151
18635	3.17714	6.17714
18636	3.13728	6.13728
18637	3.0969	6.0969
18638	3.056	6.056
18639	3.01501	6.01501
18640	2.97237	5.97237
18641	2.92976	5.92976
18642	2.88567	5.88567
18643	2.84134	5.84134
18644	2.79623	5.79623
18645	2.75152	5.75152
18646	2.70628	5.70628
18647	2.65877	5.65877
18648	2.61173	5.61173
18649	2.56445	5.56445
18650	2.53472	5.53472
18651	2.51132	5.51132
18652	2.49035	5.49035
18653	2.47051	5.47051
18654	2.45201	5.45201
18655	2.43366	5.43366
18656	2.41608	5.41608
18657	2.39947	5.39947
18658	2.38206	5.38206
18659	2.36616	5.36616
18660	2.35015	5.35015
18661	2.33475	5.33475
18662	2.3184	5.3184
18663	2.30333	5.30333
18664	2.28776	5.28776
18665	2.27291	5.27291
18666	2.25733	5.25733
18667	2.24216	5.24216
18668	2.22793	5.22793
18669	2.21299	5.21299
18670	2.19916	5.19916
18671	2.18362	5.18362
18672	2.16877	5.16877
18673	2.1542	5.1542
18674	2.15297	5.15297
18675	2.1578	5.1578
18676	2.16457	5.16457
18677	2.17318	5.17318
18678	2.18183	5.18183
18679	2.19269	5.19269
18680	2.20333	5.20333
18681	2.21493	5.21493
18682	2.22672	5.22672
18683	2.23915	5.23915
18684	2.25218	5.25218
18685	2.26464	5.26464
18686	2.27891	5.27891
18687	2.29233	5.29233
18688	2.30611	5.30611
18689	2.32045	5.32045
18690	2.33466	5.33466
18691	2.34964	5.34964
18692	2.36473	5.36473
18693	2.37941	5.37941
18694	2.3947	5.3947
18695	2.41061	5.41061
18696	2.42608	5.42608
18697	2.44208	5.44208
18698	2.44825	5.44825
18699	2.44994	5.44994
18700	2.45065	5.45065
18701	2.45118	5.45118
18702	2.45051	5.45051
18703	2.45	5.45
18704	2.44855	5.44855
18705	2.44769	5.44769
18706	2.44548	5.44548
18707	2.44385	5.44385
18708	2.44126	5.44126
18709	2.43852	5.43852
18710	2.43642	5.43642
18711	2.43372	5.43372
18712	2.4311	5.4311
18713	2.4286	5.4286
18714	2.42589	5.42589
18715	2.42244	5.42244
18716	2.41994	5.41994
18717	2.41713	5.41713
18718	2.4142	5.4142
18719	2.41064	5.41064
18720	2.40755	5.40755
18721	2.40427	5.40427
18722	2.40207	5.40207
18723	2.4007	5.4007
18724	2.39907	5.39907
18725	2.39854	5.39854
18726	2.3974	5.3974
18727	2.39611	5.39611
18728	2.3946	5.3946
18729	2.39406	5.39406
18730	2.39271	5.39271
18731	2.39209	5.39209
18732	2.39087	5.39087
18733	2.38961	5.38961
18734	2.38855	5.38855
18735	2.38796	5.38796
18736	2.38698	5.38698
18737	2.38484	5.38484
18738	2.38521	5.38521
18739	2.3844	5.3844
18740	2.38302	5.38302
18741	2.38263	5.38263
18742	2.382	5.382
18743	2.38075	5.38075
18744	2.37954	5.37954
18745	2.3783	5.3783
18746	2.3754	5.3754
18747	2.37009	5.37009
18748	2.36434	5.36434
18749	2.35861	5.35861
18750	2.35325	5.35325
18751	2.34752	5.34752
18752	2.34132	5.34132
18753	2.33501	5.33501
